condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,baseline,seed,metric,count,median,minimum,maximum,q1,q3,iqr
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,11,commit_delta,3,-2,-2,-2,-2.0,-2.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,11,batch_delta_ms,3,0.14332500000000004,0.14166899999999996,0.14507499999999998,0.14249699999999998,0.1442,0.00170300000000001
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,11,selector_delta_ms,3,0.150468,0.14907,0.152304,0.14976899999999999,0.151386,0.0016170000000000073
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,11,batch_speedup,3,0.532632183187572,0.5260086711906715,0.5349927487095297,0.5293204271891218,0.5338124659485508,0.004492038759429051
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,11,selector_speedup,3,0.0,0.0,0.0,0.0,0.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,11,rate_ratio,3,0.524177704089025,0.5176593272035964,0.5265008003164457,0.5209185156463108,0.5253392522027354,0.004420736556424609
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,commit_delta,3,-2,-2,-2,-2.0,-2.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,batch_delta_ms,3,0.014110999999999985,0.004935999999999996,0.022853000000000012,0.00952349999999999,0.018482,0.008958500000000008
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,selector_delta_ms,3,0.015189000000000008,0.008259000000000016,0.017027999999999988,0.011724000000000012,0.016108499999999998,0.004384499999999986
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,batch_speedup,3,0.9538963181745412,0.9258551493895614,0.983716073779118,0.9398757337820514,0.9688061959768296,0.02893046219477824
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,selector_speedup,3,0.9002718247715096,0.8868330807879417,0.9445964982893942,0.8935524527797256,0.9224341615304519,0.028881708750726265
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,rate_ratio,3,0.9387551067752092,0.9111590359068955,0.9681015329247683,0.9249570713410524,0.9534283198499888,0.028471248508936342
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,commit_delta,3,-2,-2,-2,-2.0,-2.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,batch_delta_ms,3,-0.0067070000000000185,-0.05433899999999997,-0.0035250000000000004,-0.030522999999999995,-0.005116000000000009,0.025406999999999985
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,selector_delta_ms,3,-0.007730999999999988,-0.059380000000000016,-0.003707000000000016,-0.0335555,-0.005719000000000002,0.0278365
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,batch_speedup,3,1.0221264775452708,1.0115169356129787,1.176298824544726,1.0168217065791247,1.0992126510449984,0.0823909444658737
