condition,seed,numerator,denominator,commit_delta,commit_delta_defined,complete,successful,total_ms_delta,total_ms_delta_defined,total_ms_ratio,total_ms_ratio_defined,validator_rate_ratio,validator_rate_ratio_defined
main-l1-n40-zipf-k1,101,adaptive,accept_static_degree,0,3,True,3,0.027736000000000004,3,1.718102734051367,3,0.5820373719107896,3
main-l1-n40-zipf-k1,101,graph,adaptive,0,3,True,3,-0.012401999999999996,3,0.8067645806054677,3,1.2395189675400862,3
main-l1-n40-zipf-k1,101,paper,adaptive,0,3,True,3,-0.024820000000000002,3,0.6276797869634816,3,1.5931690342263323,3
main-l1-n512-uniform-k1,11,adaptive,accept_id,0,3,True,3,0.07319600000000004,3,1.2727041956823193,3,0.7857285325156661,3
main-l1-n512-uniform-k1,11,adaptive,accept_static_degree,0,3,True,3,0.05185400000000001,3,1.1786528854435832,3,0.8484262095736967,3
main-l1-n512-uniform-k1,11,graph,adaptive,0,3,True,3,-0.03166600000000003,3,0.9074375043846314,3,1.1020042649417923,3
main-l1-n512-uniform-k1,11,paper,adaptive,0,3,True,3,-0.06368200000000002,3,0.8104222794456931,3,1.2339246160458137,3
main-l1-n512-uniform-k1,29,adaptive,accept_id,0,3,True,3,0.06642600000000004,3,1.2478609835184724,3,0.8013713171641901,3
main-l1-n512-uniform-k1,29,adaptive,accept_static_degree,0,3,True,3,0.043043,3,1.148450756687406,3,0.8707382481808817,3
main-l1-n512-uniform-k1,29,graph,adaptive,0,3,True,3,-0.024197999999999997,3,0.9273313693162878,3,1.078363175331047,3
main-l1-n512-uniform-k1,29,paper,adaptive,0,3,True,3,-0.08204099999999998,3,0.7536239718190583,3,1.3269216975493126,3
main-l1-n512-uniform-k1,47,adaptive,accept_id,0,3,True,3,0.07723600000000003,3,1.2904569932910137,3,0.7749192768135031,3
main-l1-n512-uniform-k1,47,adaptive,accept_static_degree,0,3,True,3,0.04771200000000003,3,1.161535189942328,3,0.8609295772172443,3
main-l1-n512-uniform-k1,47,graph,adaptive,0,3,True,3,-0.027100000000000013,3,0.9207718062809589,3,1.0860454166587132,3
main-l1-n512-uniform-k1,47,paper,adaptive,0,3,True,3,-0.08178099999999999,3,0.7604406806471362,3,1.3150269645608628,3
main-l1-n512-uniform-k1,71,adaptive,accept_id,0,3,True,3,0.05695499999999998,3,1.217141005356564,3,0.8215974941268599,3
main-l1-n512-uniform-k1,71,adaptive,accept_static_degree,0,3,True,3,0.033329,3,1.1165671636570942,3,0.8956021926389977,3
main-l1-n512-uniform-k1,71,graph,adaptive,0,3,True,3,-0.020928999999999975,3,0.9344354222272346,3,1.0701649105044537,3
main-l1-n512-uniform-k1,71,paper,adaptive,0,3,True,3,-0.07680999999999999,3,0.7593762139267948,3,1.3168703228521217,3
main-l1-n512-uniform-k1,101,adaptive,accept_id,0,3,True,3,0.076855,3,1.2902324351881573,3,0.775054147397998,3
main-l1-n512-uniform-k1,101,adaptive,accept_static_degree,0,3,True,3,0.05125799999999997,3,1.1750788158663255,3,0.8510067465242757,3
main-l1-n512-uniform-k1,101,graph,adaptive,0,3,True,3,-0.029119000000000006,3,0.9153694575553953,3,1.0924550647239428,3
main-l1-n512-uniform-k1,101,paper,adaptive,0,3,True,3,-0.09003499999999998,3,0.7383251179985585,3,1.3544168762818014,3
main-l1-n512-zipf-k1,11,adaptive,accept_id,0,3,True,3,0.31638099999999997,3,2.186244882043283,3,0.4574053017635387,3
main-l1-n512-zipf-k1,11,adaptive,accept_static_degree,0,3,True,3,0.27265300000000003,3,1.8803664143827656,3,0.5318112429317412,3
main-l1-n512-zipf-k1,11,graph,adaptive,0,3,True,3,0.29298099999999994,3,1.5030951804477322,3,0.6652938636275358,3
main-l1-n512-zipf-k1,11,paper,adaptive,0,3,True,3,0.6578539999999999,3,2.1296404095769432,3,0.46956284051665403,3
main-l1-n512-zipf-k1,29,adaptive,accept_id,0,3,True,3,0.321904,3,2.1974347910187926,3,0.45507607510681664,3
main-l1-n512-zipf-k1,29,adaptive,accept_static_degree,0,3,True,3,0.272737,3,1.8576770075001179,3,0.5383067109958493,3
main-l1-n512-zipf-k1,29,graph,adaptive,0,3,True,3,0.2672319999999999,3,1.4523743423413662,3,0.6885277237739579,3
main-l1-n512-zipf-k1,29,paper,adaptive,0,3,True,3,0.5793109999999999,3,1.9806663597028769,3,0.5048805898586634,3
main-l1-n512-zipf-k1,47,adaptive,accept_id,0,3,True,3,0.30326299999999995,3,2.11994637951226,3,0.4717100440201095,3
main-l1-n512-zipf-k1,47,adaptive,accept_static_degree,0,3,True,3,0.26143999999999995,3,1.8331799436332659,3,0.5455001858781264,3
main-l1-n512-zipf-k1,47,graph,adaptive,0,3,True,3,0.313118,3,1.5471240507567736,3,0.6463605807891432,3
main-l1-n512-zipf-k1,47,paper,adaptive,0,3,True,3,0.69741,3,2.2183132176528852,3,0.4507929682978055,3
main-l1-n512-zipf-k1,71,adaptive,accept_id,0,3,True,3,0.29223000000000005,3,2.0868376716837562,3,0.4791939562760309,3
main-l1-n512-zipf-k1,71,adaptive,accept_static_degree,0,3,True,3,0.25038900000000003,3,1.8036106296938186,3,0.5544433945644688,3
main-l1-n512-zipf-k1,71,graph,adaptive,0,3,True,3,0.30911,3,1.5508892179978648,3,0.6447913805803354,3
main-l1-n512-zipf-k1,71,paper,adaptive,0,3,True,3,0.4916679999999999,3,1.8738969806739947,3,0.5336472657319319,3
