condition,suite,arity,n,distribution,workers,policy_k,key_count,selector_only,baseline,mode,metric,count,median,minimum,maximum,q1,q3,iqr,expected_pairs
main-l2-n2048-uniform-w1-k2,main,2,2048,uniform,1,2,10000,False,native,adaptive,batch_ms,5,0.4159602862935229,0.4070324006207946,0.4215311662744524,0.4124746441861795,0.42073348330315247,0.00825883911697295,5
main-l2-n2048-uniform-w1-k2,main,2,2048,uniform,1,2,10000,False,native,graph,batch_ms,5,0.44554863684323304,0.44058949837774436,0.4564942838296867,0.4441907459810443,0.4462655579835228,0.002074812002478499,5
main-l2-n2048-uniform-w1-k2,main,2,2048,uniform,1,2,10000,False,native,lazy,batch_ms,5,0.41225317418473795,0.40385223077377697,0.41947674758307,0.4097000586519757,0.41809614383752425,0.008396085185548574,5
main-l2-n2048-uniform-w1-k2,main,2,2048,uniform,1,2,10000,False,native,profile,batch_ms,5,0.3784826169105791,0.36989846768397516,0.3817255555263887,0.37763270868383386,0.3786543074356031,0.0010215987517692149,5
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,adaptive,batch_ms,5,0.18055772384649002,0.17417132955387446,0.1845575582277223,0.1756239823909062,0.1833255213132502,0.007701538922343987,5
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,graph,batch_ms,5,0.04515146721055546,0.04448093999266724,0.047763133044540294,0.04477682969674656,0.04622599019998024,0.0014491605032336818,5
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,lazy,batch_ms,5,0.18030639587996045,0.17631906279048737,0.18469018313323116,0.1770191474438004,0.18347362137882056,0.006454473935020161,5
main-l2-n2048-zipf-w1-k2,main,2,2048,zipf,1,2,10000,False,native,profile,batch_ms,5,0.15847819581853612,0.15584810048857298,0.1655421089345276,0.15722835443697067,0.16289659101342077,0.005668236576450103,5
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,adaptive,batch_ms,5,0.2072995109227953,0.20635815731472665,0.21489896205073744,0.2070215911393223,0.2076166408545284,0.000595049715206103,5
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,graph,batch_ms,5,0.06101989052755491,0.060837871600647506,0.06321851251277913,0.060890066024393445,0.06156610932156648,0.0006760432971730373,5
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,lazy,batch_ms,5,0.21072300352904705,0.2041358443121073,0.21319049616627503,0.2079880926404184,0.21097467690850652,0.0029865842680881216,5
main-l2-n32768-uniform-w1-k2,main,2,32768,uniform,1,2,10000,False,native,profile,batch_ms,5,0.11916236595772964,0.11623406914720166,0.12085130759756912,0.1188138295779517,0.11977985276235008,0.0009660231843983819,5
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,adaptive,batch_ms,5,0.05753375294058452,0.05703998916105334,0.05964243702393709,0.057416589077969704,0.05835383421380295,0.0009372451358332437,5
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,graph,batch_ms,5,0.0021126744222327823,0.002037966361299668,0.002194990403343943,0.0021044753796660566,0.002129421214262946,2.4945834596889604e-05,5
main-l2-n32768-zipf-w1-k2,main,2,32768,zipf,1,2,10000,False,native,lazy,batch_ms,5,0.0576007733643806,0.057231492556122025,0.05956265797253985,0.057252357708601896,0.058387228664069354,0.0011348709554674583,5
